project_id,project_name,finance_type,sector,province,district,latitude,longitude,status,approval_date,construction_start_date,financial_close_date,operation_date,committed_usd,disbursed_usd,year
67053,China Eximbank pledges preferential buyer’s credit for 9.9MW Bonehulu Dam Construction Project,DF,ENERGY,,,,,Pipeline: Pledge,2016-01-01,,,,,,2016
67055,China Eximbank pledges preferential buyer’s credit for 74.40MW Lompatan Harimau Dam Construction Project,DF,ENERGY,,,,,Pipeline: Pledge,2016-01-01,,,,,,2016
67057,China Eximbank pledges preferential buyer’s credit for Balinka-Matur-Ngarai Sianok Tunnel Construction Project,DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Pipeline: Pledge,2016-01-01,,,,,,2016
67801,CDB provides $34 million loan for WP&RKA Laterite Nickel Mine Project (Linked to Project ID#71809),DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Completion,2016-07-07,2016-11-25,,2019-10-30,34000000.0,34000000.0,2016
69234,"Bank of China contributes $1 billion to $1.389 billion syndicated buyer’s credit loan for 1000MW Cilacap Power Plant Phase 3 Expansion Project (Linked to Project ID#34801, #34748, #61465)",DF,ENERGY,,,,,Completion,2016-09-19,2016-11-17,,2019-11-09,1000000000.0,1000000000.0,2016
69306,"ICBC contributes $180 million to $270.46 million syndicated loan for 200MW Bengkulu Coal-Fired Power Plant Construction Project (Linked to Project ID#61474, #69307)",DF,ENERGY,,,,,Completion,2016-10-31,2017-02-21,,2019-11-29,180000000.0,180000000.0,2016
73318,Bank of China and China Construction Bank contribute to syndicated loan for Tangguh LNG Train 3 Expansion Project (Linked to Project ID#85359),DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Implementation,2016-08-03,,,2020-07-01,314615384.62,314615384.62,2016
85364,CDB provides $260 million loan to PT SMART Tbk for unspecified purposes,DF,UNALLOCATED/UNSPECIFIED,,,,,Completion,2016-02-19,,,,260000000.0,260000000.0,2016
86572,"ICBC reschedules debt for Kota Ayodhya, Paddington Heights Apartment, and Prominence Office Tower project (2016) (linked to #66251 and #86560)",DF,ACTION RELATING TO DEBT,,,,,Completion,2016-01-01,2013-05-01,,2018-12-31,,,2016
89349,"CGGC donates school and recreational necessities to local children in Jeneponto City, Indonesia",DF,EDUCATION,,,,,Completion,2016-03-03,2016-03-03,,2016-03-19,,,2016
96351,Bank of China contributes $200 million to $650 million syndicated loan for April International Group (AIG) Pulp and Paper Project,DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Pipeline: Commitment,2016-01-01,,,,200000000.0,200000000.0,2016
96656,ICBC contributes to a $208.5 million syndicated loan in February 2016,DF,UNALLOCATED/UNSPECIFIED,,,,,Completion,2016-02-17,,,,69500000.0,69500000.0,2016
96757,ICBC signs financial cooperation agreement worth $1.5 billion with PT Aneka Tambang Tbk to finance its operations,DF,BUSINESS AND OTHER SERVICES,,,,,Pipeline: Pledge,2016-10-01,,,,1500000000.0,1500000000.0,2016
98228,ICBC contributes to USD 199 million syndicated loan to Chandra Asri Petrochemical,DF,ACTION RELATING TO DEBT,,,,,Implementation,2016-01-01,,,,33166666.0,33166666.0,2016
98364,ICBC extends the maturity period — by one year — of a IDR 30 billion loan to PT MNC Finance for unspecified purposes (Linked to Project ID#98355),DF,BANKING AND FINANCIAL SERVICES,,,,,Completion,2016-01-01,,,,,,2016
98365,ICBC provides a IDR 100 billion loan to PT MNC Finance for working capital purposes,DF,BANKING AND FINANCIAL SERVICES,,,,,Implementation,2016-01-01,,,,7514787.49738772,7514787.49738772,2016
98544,BOC Aviation leases two Boeing 737-800 and two 737-900ER aircraft to Lion Mentari Airlines,DF,TRANSPORT AND STORAGE,,,,,Implementation,2016-07-01,,,2016-07-28,,,2016
38769,China Eximbank provides $198.7 million preferential buyer's credit for Phase 1 of Solo-Kertosono Toll Road Project,DF,TRANSPORT AND STORAGE,,,,,Completion,2015-12-29,2015-04-01,,2018-12-20,198772234.0,198772234.0,2015
39125,China Civil Aviation Authority sends experts to help find AirAsia QZ8501 plane crash (linked to #38728),DF,EMERGENCY RESPONSE,,,,,Completion,2015-01-01,2015-01-05,,,,,2015
49338,China Development Bank pledges $30 billion USD loan for infrastructure development in Indonesia (Linked to #68792),DF,OTHER MULTISECTOR,,,,,Pipeline: Pledge,2015-04-24,,,,30000000000.0,30000000000.0,2015
49347,China offers Indonesia judicial assistance in financial fraud case,DF,BANKING AND FINANCIAL SERVICES,,,,,Pipeline: Commitment,2015-01-01,,,,,,2015
49804,ICBC signs MoU for RMB 5 billion to BTN for 'One-Million Housing' Program (linked to #73207),DF,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,,,,,Pipeline: Pledge,2015-09-16,,,,795499546.845831,795499546.845831,2015
49805,Bank of China provides $100 million loan to Garuda Indonesia for general purpose needs,DF,TRANSPORT AND STORAGE,,,,,Pipeline: Commitment,2015-12-11,,,,100000000.0,100000000.0,2015
49894,"Hainan Province donated 100,000 RMB to Bali Hainan Dazhong Trilingual School",DF,EDUCATION,,,,,Completion,2015-08-01,2015-08-01,,2015-08-01,15909.9909369166,15909.9909369166,2015
61324,China Eximbank provides $53.4 million preferential buyer's credit for Section 5 of Balikpapan Samarinda Toll Road Project (Linked to Project ID#67563),DF,TRANSPORT AND STORAGE,,,,,Implementation,2015-12-29,2016-08-04,,,53405755.75,53405755.75,2015
62067,ICBC provides $160 million loan to Innovate Mas Indonesia for fiber-to-home projects,DF,COMMUNICATIONS,,,,,Pipeline: Commitment,2015-04-30,,,,160000000.0,160000000.0,2015
66207,"China Eximbank, ICBC, and BOC provide $700 million syndicated loan for Phase 2 of Sulawesi Mining Power Station Project in Morowali Industrial Park (Linked to Project ID#61986, #66200, #66216, #69488, #85817)",DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Completion,2015-05-04,2014-05-02,,2016-03-22,700000000.0,700000000.0,2015
66216,"CDB contributes $559 million to $574 million syndicated loan for Phase 3 of Sulawesi Mining Power Station Project in Morowali Industrial Park (Linked to Project ID#69488, ID#61986, ID#66200, ID#66207, #85817)",DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Completion,2015-01-01,2015-07-28,,2017-09-01,559000000.0,559000000.0,2015
66251,"ICBC provides IDR 790 billion loan for Kota Ayodhya, Paddington Heights Apartment, and Prominence Office Tower (Linked to Project ID#86560 and #86572)",DF,OTHER MULTISECTOR,,,,,Completion,2015-10-08,2013-05-01,,2018-12-31,59007943.7352832,59007943.7352832,2015
66252,ICBC provides IDR 400 billion loan for Capital Square Expansion Project,DF,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,,,,,Implementation,2015-10-01,2015-09-02,,,29877439.8659662,29877439.8659662,2015
66253,ICBC provides $160 million loan to PT China Sonangol Media Investment for 'Indonesia 1' Twin Towers Construction Project,DF,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,,,,,Implementation,2015-07-31,2019-08-29,,,160000000.0,160000000.0,2015
66254,"ICBC Indonesia contributes IDR 520 billion to IDR 800 billion syndicated loan for Citra Maja Raya Construction Project (Linked to Project ID#70540, #70541)",DF,OTHER MULTISECTOR,,,,,Implementation,2015-06-11,2017-11-18,,,38840671.825756,38840671.825756,2015
66272,ICBC Indonesia provides IDR 102 billion loan for East Serang Water Processing Plant Construction Project,DF,WATER SUPPLY AND SANITATION,,,,,Pipeline: Commitment,2015-04-15,,,,7618747.16582138,7618747.16582138,2015
66278,ICBC Indonesia provides $195 million loan to PT Indah Kiat Pulp & Paper Tbk for acquisition of machinery,DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Pipeline: Commitment,2015-01-01,,,,195000000.0,195000000.0,2015
66464,"CDB provides $300 million loan to PT Smart Telecom as part of Buyer’s Credit Facility Phase III (Linked to Project ID#66471, #66467)",DF,COMMUNICATIONS,,,,,Implementation,2015-06-30,2015-12-31,,,300000000.0,300000000.0,2015
66753,CDB provides $700 million loan to Bank Mandiri for infrastructure construction activities (Linked to Project ID#66754),DF,OTHER MULTISECTOR,,,,,Completion,2015-09-16,2015-11-13,,2015-12-28,700000000.0,700000000.0,2015
66754,CDB provides RMB 1.9 billion loan to Bank Mandiri for infrastructure construction activities (Linked to Project ID#66753),DF,OTHER MULTISECTOR,,,,,Completion,2015-09-16,2015-11-13,,2015-12-28,303629449.038304,303629449.038304,2015
66755,CDB provides $700 million loan (Tranche A) to Bank Negara Indonesia for infrastructure construction activities (Linked to Project ID#66756),DF,OTHER MULTISECTOR,,,,,Implementation,2015-09-16,2015-12-01,,,700000000.0,700000000.0,2015
66756,CDB provides RMB 1.9 billion loan (Tranche B) to Bank Negara Indonesia for infrastructure construction activities (Linked to Project ID#66755),DF,OTHER MULTISECTOR,,,,,Implementation,2015-09-16,2015-12-01,,,302289827.801415,302289827.801415,2015
66757,CDB provides $700 million loan to PT Bank Rakyat Indonesia (Persero) Tbk for infrastructure construction activities (Linked to Project ID#66758),DF,OTHER MULTISECTOR,,,,,Completion,2015-09-16,2015-09-16,,,700000000.0,700000000.0,2015
66758,CDB provides RMB 1.9 billion loan to PT Bank Rakyat Indonesia (Persero) Tbk for infrastructure construction activities (Linked to Project ID#66757),DF,OTHER MULTISECTOR,,,,,Completion,2015-09-16,2015-09-16,,,303257155.25038,303257155.25038,2015
66760,ICBC Indonesia contributes $150 million to $200 million club loan tranche to Indonesia Eximbank for foreign trade financing purposes,DF,TRADE POLICIES AND REGULATIONS,,,,,Completion,2015-09-22,,,,150000000.0,150000000.0,2015
68792,"ICBC pledges $20 billion USD loan for infrastucture development in Indonesia (Linked to #49338, #67564, #66760)",DF,OTHER MULTISECTOR,,,,,Pipeline: Pledge,2015-04-24,,,,20000000000.0,20000000000.0,2015
69488,"Bank of China contributes $15 million to $574 million syndicated loan for Phase 3 of Sulawesi Mining Power Station Project in Morowali Industrial Park (Linked to Project ID#66216, ID#61986, ID#66200, ID#66207, #85817)",DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Completion,2015-01-01,2015-07-28,,2017-09-01,15000000.0,15000000.0,2015
70718,"CDB and ICBC provide $1.51 billion loan to Sinar Mas for investments in power, pulp and paper, and telecommunications",DF,OTHER MULTISECTOR,,,,,Pipeline: Commitment,2015-03-27,,,,1510000000.0,1510000000.0,2015
73207,ICBC provides IDR 1 trillion loan to BTN for One Million Housing Program (Linked to Project ID#49804),DF,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,,,,,Implementation,2015-01-01,2015-04-30,,,74693599.6649155,74693599.6649155,2015
85371,ICBC loans $50 million to PT Conch Cement Indonesia in 2015 for working capital purposes (linked to Project ID#49812),DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Pipeline: Commitment,2015-11-16,,,,50000000.0,50000000.0,2015
96273,CMB Wing Lung Bank contributes $20 million to $200 million club loan tranche to Indonesia Eximbank for foreign trade financing purposes,DF,TRADE POLICIES AND REGULATIONS,,,,,Completion,2015-09-22,,,,20000000.0,20000000.0,2015
96274,ICBC (Asia) Limited contributes $30 million to $200 million club loan tranche to Indonesia Eximbank for foreign trade financing purposes,DF,TRADE POLICIES AND REGULATIONS,,,,,Completion,2015-09-22,,,,30000000.0,30000000.0,2015
96275,ICBC Indonesia contributes $270 million to $300 million club loan tranche to Indonesia Eximbank for foreign trade financing purposes,DF,TRADE POLICIES AND REGULATIONS,,,,,Completion,2015-09-22,,,,270000000.0,270000000.0,2015
96327,ICBC (Asia) Limited contributes $30 million to $300 million club loan tranche to Indonesia Eximbank for foreign trade financing purposes,DF,TRADE POLICIES AND REGULATIONS,,,,,Completion,2015-09-22,,,,30000000.0,30000000.0,2015
98437,Bank of China contributes to USD 329 million equivalent syndicated loan to Charoen Pokphand Indonesia,DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Implementation,2015-01-01,,,,20562500.0,20562500.0,2015
38649,China gives scholarships to 15 Indonesian students,DF,EDUCATION,,,,,Completion,2014-01-01,2014-10-09,,2015-06-01,,,2014
38728,China Ministry of Defense sends ships and aircraft to help find AirAsia QZ8501 plane crash (linked to #39125),DF,EMERGENCY RESPONSE,,,,,Completion,2014-12-29,2014-12-30,,,,,2014
39036,China donates 2000 Ramadan packages to Indonesia,DF,DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE,,,,,Completion,2014-07-19,2014-07-19,,2014-07-19,,,2014
39091,ZTE Corporation donates 50 sets of Tablet PCs to high school students in Jakarta.,DF,EDUCATION,,,,,Completion,2014-12-17,2014-12-17,,2014-12-17,,,2014
39092,Indonesia receives Chinese support for their maritime security,DF,GOVERNMENT AND CIVIL SOCIETY,,,,,Pipeline: Commitment,2014-10-06,,,,,,2014
39371,China's Eximbank pledges $150 million loan for Railway Double Tracking and Signaling Improvement (Solo-Surabaya Section) Project,DF,TRANSPORT AND STORAGE,,,,,Pipeline: Pledge,2014-01-01,,,,150000000.0,150000000.0,2014
39372,China Eximbank provides $373 million preferential buyer's credit for 440MW Pangkalan Susu Steam Coal Power Plant Construction Project,DF,ENERGY,,,,,Completion,2014-12-22,2015-05-04,,2021-06-16,373009532.12,373009532.12,2014
39373,China Eximbank provides $240.9 million preferential buyer's credit for 200MW Takalar Steam Coal Power Plant Construction Project,DF,ENERGY,,,,,Completion,2014-12-22,2015-05-04,,2018-07-02,240983647.0,240983647.0,2014
49826,China agrees to set up cultural center in Indonesia,DF,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,,,,,Pipeline: Pledge,2014-01-01,,,,,,2014
61533,ICBC provides $51.3 million loan for 50MW East Lombok Independent Power Plant Project,DF,ENERGY,,,,,Completion,2014-07-24,,,2017-10-20,51399150.0,51399150.0,2014
61986,"CDB provides $1.168 billion loan for various projects in Morowali Industrial Park of Indonesia (linked to Project ID#66200, #66216",DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Implementation,2014-01-01,,,,1168000000.0,1168000000.0,2014
62275,"Bank of China contributes to $330 million syndicated loan for Phase 1 of Well Harvest Winning Alumina Refinery Project (Linked to Project ID#38633, #67852, #70235)",DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Completion,2014-03-04,2013-07-01,,2016-05-21,66000000.0,66000000.0,2014
66200,"CDB provides $384 million loan for Phase 1 of Sulawesi Mining Power Station Project in Morowali Industrial Park (Linked to Project ID#61986, #66207, #66216, #69488, #85817)",DF,ENERGY,,,,,Completion,2014-02-17,2013-07-16,,2015-05-29,384000000.0,384000000.0,2014
66290,China Eximbank provides $78.6 million loan to support Pulp and Paper Factory in East Java,DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Implementation,2014-07-14,,,,78600000.0,78600000.0,2014
66292,ICBC Indonesia contributes to $167 million syndicated loan to PT Bali Ragawisata for integrated resort complex in Bali,DF,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,,,,,Pipeline: Commitment,2014-09-28,,,,,,2014
66293,ICBC Indonesia provides loan to car dealership in port city of Makassar,DF,BUSINESS AND OTHER SERVICES,,,,,Pipeline: Commitment,2014-09-28,,,,,,2014
66440,CDB provides $85 million buyer’s credit loan for ZTE Fiber Optic Network Project (Linked to Project ID#66441),DF,COMMUNICATIONS,,,,,Pipeline: Commitment,2014-07-10,,,,85000000.0,85000000.0,2014
66441,CDB provides $42.5 million buyer’s credit loan for Huawei Fiber Optic Network Project (Linked to Project ID#66440),DF,COMMUNICATIONS,,,,,Pipeline: Commitment,2014-07-10,,,,42500000.0,42500000.0,2014
73208,ICBC Indonesia provides a $25 million investment credit facility to PT Lontar Papyrus Pulp & Paper,DF,BUSINESS AND OTHER SERVICES,,,,,Pipeline: Commitment,2014-12-22,,,,25000000.0,25000000.0,2014
73209,ICBC Indonesia provides $10 million working capital loan to PT Lontar Papyrus Pulp & Paper Industry,DF,BUSINESS AND OTHER SERVICES,,,,,Completion,2014-12-23,,,2018-01-19,10000000.0,10000000.0,2014
98427,ICBC (Malaysia) Berhad contributes $26 million USD to $182 million USD syndicated loan for the acquisition of FPSO Ratu Nusantra,DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Pipeline: Commitment,2014-04-01,,,,26000000.0,26000000.0,2014
98488,"PT Bank ICBC Indonesia signs loan agreement with PT Medco Energi Internasional Tbk for financing purposes in February 2014 (Linked to Project ID#98436, Project ID#98479, and Project ID#98487)",DF,ACTION RELATING TO DEBT,,,,,Pipeline: Commitment,2014-02-11,,,,50000000.0,50000000.0,2014
98601,"ICBC Indonesia adjusts lending terms of IDR 60,000,000,000 credit facility to PT Bekasi Fajar Industrial Estate Tbk to support capital expenditures (linked to project ID #98600)",DF,ACTION RELATING TO DEBT,,,,,Completion,2014-02-04,,,2014-05-14,,,2014
98612,ICBC Indonesia provides IDR 100 billion fixed on demand term loan facility to PT Radana Bhaskara Finance Tbk in October 2014 for unspecified purposes (Linked to Project ID#98611),DF,BANKING AND FINANCIAL SERVICES,,,,,Pipeline: Commitment,2014-10-30,,,,8427414.96439338,8427414.96439338,2014
98628,Bank of China contributes $30 million to a $670 million syndicated loan to Astra Sedaya Finance for general corporate purposes,DF,BANKING AND FINANCIAL SERVICES,,,,,Pipeline: Commitment,2014-04-01,,,,30000000.0,30000000.0,2014
34748,"China Development Bank provides $700 million buyer’s credit loan for 660MW Cilacap Power Plant Phase 2 Expansion Project (Linked to Project ID#34801, #61465, #69234)",DF,ENERGY,,,,,Completion,2013-04-03,2013-05-01,,2019-02-25,700000000.0,700000000.0,2013
38726,China donates 300 books to Indonesia,DF,EDUCATION,,,,,Completion,2013-04-29,2013-04-29,,2013-04-29,,,2013
39094,China awards 49 Indonesians the 2013-2014 Chinese Government Scholarship,DF,EDUCATION,,,,,Completion,2013-01-01,2013-07-24,,2014-07-01,,,2013
39130,China sends 103 volunteer teachers to Indonesia,DF,EDUCATION,,,,,Completion,2013-01-01,2013-08-01,,2014-06-24,,,2013
39375,China Eximbank provides $117 million preferential buyer’s credit for 110MW Jatigede Hydropower Plant Construction Project (Linked to Project ID#38861),DF,ENERGY,,,,,Implementation,2013-09-03,2015-10-02,,,117000000.0,117000000.0,2013
49810,CDB provides $473 million loan for 426MW Celukan Bawang Coal-Fired Power Plant Construction Project,DF,ENERGY,,,,,Completion,2013-07-31,2012-06-03,,2015-08-11,473000000.0,473000000.0,2013
66284,ICBC contributes IDR 295 billion to a IDR 661 billion syndicated loan to an Indonesian corrugated paper manufacturer,DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Pipeline: Commitment,2013-01-01,,,,28232557.1662962,28232557.1662962,2013
66289,ICBC contributes $14 million to syndicated loan for PT Delta Dunia Textile (Linked to Project ID#70612),DF,BUSINESS AND OTHER SERVICES,,,,,Completion,2013-12-01,,,,14000000.0,14000000.0,2013
66397,ICBC Indonesia contributes $25 million to syndicated loan to develop Seruyung and Bakan gold mines,DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Implementation,2013-01-01,2013-12-01,,,25000000.0,25000000.0,2013
66468,CDB provides $50 million (Phase 1) loan to Smartel for working capital and the acquisition of telecommunications equipment (Linked to Project ID#66462),DF,COMMUNICATIONS,,,,,Completion,2013-03-25,2014-12-31,,,50000000.0,50000000.0,2013
70612,Bank of China contributes $14 million to syndicated loan for PT Delta Dunia Textile (Linked to Project ID#66289),DF,BUSINESS AND OTHER SERVICES,,,,,Completion,2013-12-01,,,,14000000.0,14000000.0,2013
70724,CDB provides $1.8 billion loan for OKI Pulp and Paper Mill Construction Project,DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Completion,2013-10-03,,,2016-05-01,1800000000.0,1800000000.0,2013
85372,"China Eximbank provides RMB 1.5 billion loan for Cement Plant Construction Project (Linked to Project ID#49812, ID#49813, ID#85371)",DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Completion,2013-05-28,2012-12-20,,2016-05-28,243954536.844591,243954536.844591,2013
96662,ICBC participates in $470 million USD loan to PT Triputra Agro Persada for expanding oil plam plantations,DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Pipeline: Commitment,2013-08-01,,,,33571428.6,33571428.6,2013
96667,BOC Jakarta Branch contributes to $200 million syndicated loan to PT Garuda Indonesia (Persero) Tbk for general corporate purposes,DF,UNALLOCATED/UNSPECIFIED,,,,,Completion,2013-12-02,2013-12-02,,2015-04-02,35968090.26,35968090.26,2013
96700,ICBC Indonesia contributes $6 million to $90 million syndicated loan to Garuda Indonesia for unspecified purposes (Linked to Project ID#66396),DF,UNALLOCATED/UNSPECIFIED,,,,,Implementation,2013-02-21,2013-02-21,,,6000000.0,6000000.0,2013
96701,ICBC provides $60 million credit line to PT Garuda Indonesia (Persero) for working capital needs,DF,UNALLOCATED/UNSPECIFIED,,,,,Implementation,2013-11-14,2013-11-14,,,60000000.0,60000000.0,2013
96730,ICBC pledges to lease Airbus aircraft worth $1.7 billion to PT Garuda Indonesia (Persero) Tbk,DF,TRANSPORT AND STORAGE,,,,,Pipeline: Pledge,2013-10-03,,,,1700000000.0,1700000000.0,2013
98334,Bank of China contributes 6 million USD to a 165 million USD syndicated loan to PT Pan Brothers Tbk in January 2013 (Linked to Project ID#98338),DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Completion,2013-01-01,,,,6000000.0,6000000.0,2013
98338,ICBC Indonesia contributes 5 million USD to a 165 million USD syndicated loan to PT Pan Brothers Tbk in January 2013 (Linked to Project ID#98334),DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Completion,2013-01-01,,,,5000000.0,5000000.0,2013
98355,ICBC provides an IDR 30 billion loan to PT MNC Finance for unspecified purposes (Linked to Project ID#98364),DF,BANKING AND FINANCIAL SERVICES,,,,,Completion,2013-05-21,,,,2871107.5084369,2871107.5084369,2013
98420,Bank of China contributes to a $965 million USD syndicated loan to Pertamina for refinancing and general corporate purposes,DF,ENERGY,,,,,Pipeline: Commitment,2013-01-31,,,,35000000.0,35000000.0,2013
98487,PT Bank ICBC Indonesia provides $10.9 million USD loan to PT Medco Energi Internasional Tbk in February 2013 (Linked to Project ID#98436 and Project ID#98479),DF,ACTION RELATING TO DEBT,,,,,Pipeline: Commitment,2013-02-01,,,,10900000.0,10900000.0,2013
98611,ICBC Indonesia provides IDR 50 billion fixed on demand term loan facility to PT Radana Bhaskara Finance Tbk in January 2013 for unspecified purposes (Linked to Project ID#98612),DF,BANKING AND FINANCIAL SERVICES,,,,,Pipeline: Commitment,2013-01-07,,,,4785179.18072817,4785179.18072817,2013
98616,"ICBC Indonesia reschedules IDR 5 billion facility to PT Bakrie Autoparts for working capital purposes (linked to project id #98613, #98614, #98615)",DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Completion,2013-01-01,,,2015-01-01,,,2013
34992,China Eximbank provides $132.1 million preferential buyer's credit to Indonesia for Parit Baru Power Plant Project (Linked to Project ID#72360),DF,ENERGY,,,,,Completion,2012-11-12,2013-09-05,,2020-09-03,132189694.53,132189694.53,2012
38684,China invites 100 Indonesian youths to visit China,DF,EDUCATION,,,,,Pipeline: Pledge,2012-03-22,,,,,,2012
39095,China grants 38 Indonesian students scholarships,DF,EDUCATION,,,,,Completion,2012-01-01,,,2012-07-26,,,2012
39185,China Development Bank provides $318 million loan for 300MW Sumsel-5 Power Plant (SS-5) Construction Project,DF,ENERGY,,,,,Completion,2012-12-04,2013-05-23,,2017-01-15,318000000.0,318000000.0,2012
61206,China Eximbank provides $67.2 million preferential buyer's credit loan for Tayan Bridge Construction Project,DF,TRANSPORT AND STORAGE,,,,,Completion,2012-08-08,2012-10-08,,2016-03-22,67275493.0,67275493.0,2012
61325,"China Eximbank provide $92.99 million preferential buyer's credit for Phase 1 of Cileunyi-Sumedang-Dawuan Toll Road Project (Linked to Project ID#39363, #61397)",DF,TRANSPORT AND STORAGE,,,,,Implementation,2012-11-12,2012-11-29,,2021-01-01,92999886.66,92999886.66,2012
61401,ICBC contributes IDR 366 billion to syndicated loan for Cikampek-Palimanan Toll Road Development Project,DF,TRANSPORT AND STORAGE,,,,,Completion,2012-09-26,2011-12-11,,2015-06-13,38988506.8455537,38988506.8455537,2012
61427,China Eximbank provided $122.4 million preferential buyer's credit loan for Section 1 of Medan Kuala Namu Toll Road Project (Linked to Project ID#69125),DF,TRANSPORT AND STORAGE,,,,,Completion,2012-11-12,2012-11-07,,2018-08-01,122429913.0,122429913.0,2012
62282,CDB provides $600 million loan to PT Bumi Resources for repayment of short-term debts,DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Completion,2012-02-06,,,,600000000.0,600000000.0,2012
66396,ICBC Indonesia contributes $24 million to $120 million syndicated loan to Garuda Indonesia for aircraft acquisition (Linked to Project ID#70807),DF,TRANSPORT AND STORAGE,,,,,Completion,2012-11-06,,,,24000000.0,24000000.0,2012
69125,China Eximbank increases face value of preferential buyer's credit by IDR 120 billion for Section 1 of Medan Kuala Namu Toll Road Project (Linked to Project ID#61427),DF,TRANSPORT AND STORAGE,,,,,Completion,2012-01-01,2012-11-07,,2018-03-11,12783116.9985422,12783116.9985422,2012
70807,Bank of China contributes $6 million to $120 million syndicated loan to Garuda Indonesia for aircraft acquisition (Linked to Project ID#66396),DF,TRANSPORT AND STORAGE,,,,,Completion,2012-11-06,,,,6000000.0,6000000.0,2012
96732,BOC contributes $26.6 million to $133 million syndicated loan to PT Elnusa Tbk,DF,BUSINESS AND OTHER SERVICES,,,,,Pipeline: Commitment,2012-02-01,,,,26600000.0,26600000.0,2012
96745,Bank of China provides Rp 90 billion loan to PT BFI Finance Indonesia TBK,DF,UNALLOCATED/UNSPECIFIED,,,,,Implementation,2012-07-05,,,,9587337.74890665,9587337.74890665,2012
96759,ICBC contributes Rp 30 billion to a Rp 330 billion syndicated loan to Trihamas Finance,DF,BUSINESS AND OTHER SERVICES,,,,,Pipeline: Commitment,2012-02-03,,,,3195779.24963555,3195779.24963555,2012
98398,PT Bank ICBC Indonesia provides loan to PT Medco Energi Internasional Tbk for purchase of Rig. 8 in December 2012,DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Pipeline: Commitment,2012-12-01,,,,,,2012
98479,PT Bank ICBC Indonesia signs loan agreement with PT Medco Energi Internasional Tbk (MedcoEnergi) in February 2012 to roll over working capital credit facility (Linked to Project ID#98436),DF,ACTION RELATING TO DEBT,,,,,Pipeline: Commitment,2012-02-01,,,,10000000.0,10000000.0,2012
98546,BOC Aviation leases six Boeing 737-800 and three 737-900ER aircraft to Lion Mentari Airlines,DF,TRANSPORT AND STORAGE,,,,,Implementation,2012-11-01,2012-11-16,,2014-03-31,,,2012
98600,"ICBC Indonesia provides IDR 60,000,000,000 credit facility to PT Bekasi Fajar Industrial Estate Tbk to support capital expenditures (linked to project ID #98601)",DF,BUSINESS AND OTHER SERVICES,,,,,Completion,2012-07-05,2012-09-26,,2014-05-14,6391558.4992711,6391558.4992711,2012
98606,"ICBC Indonesia provides IDR 180,000,000,000 term loan to PT Pakuwon Jati Tbk for shopping center construction (linked to project ID #98607)",DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Pipeline: Commitment,2012-03-18,,,,19174675.4978133,19174675.4978133,2012
98607,"ICBC Indonesia provides IDR 100,000,000,000 term loan to PT Pakuwon Jati Tbk for debt refinancing (linked to project ID #98606)",DF,ACTION RELATING TO DEBT,,,,,Pipeline: Commitment,2012-03-18,,,,10652597.4987851,10652597.4987851,2012
98610,ICBC Indonesia provides IDR 30 billion fixed installment loan facility to PT Radana Bhaskara Finance Tbk in June 2012 for unspecified purposes,DF,BANKING AND FINANCIAL SERVICES,,,,,Completion,2012-06-15,,,2015-01-01,3195779.24963555,3195779.24963555,2012
98613,"ICBC Indonesia provides IDR 40 billion investment loan facility to PT Bakrie Autoparts (Linked to Project ID#98614, #98615, and #98616)",DF,"INDUSTRY, MINING, CONSTRUCTION",,,,,Completion,2012-03-07,,,2015-01-01,4261038.99951406,4261038.99951406,2012
